3869@638@0@1@6@44@47@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3870@638@0@1@1196@48@51@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3871@638@0@1@1054@52@58@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3872@638@0@1@861@60@66@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3873@638@0@1@197@67@70@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3874@638@0@1@1037@71@76@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3875@638@0@1@1197@77@84@Steps came running along the outer passage; the key turned, Bessie and Abbot entered.
3876@639@0@1@1036@1@5@"Miss Eyre, are you ill?" said Bessie.
3877@639@0@1@1043@6@10@"Miss Eyre, are you ill?" said Bessie.
3878@639@0@1@83@12@15@"Miss Eyre, are you ill?" said Bessie.
3879@639@0@1@19@16@19@"Miss Eyre, are you ill?" said Bessie.
3880@639@0@1@1198@20@23@"Miss Eyre, are you ill?" said Bessie.
3881@639@0@1@931@26@30@"Miss Eyre, are you ill?" said Bessie.
3882@639@0@1@861@31@37@"Miss Eyre, are you ill?" said Bessie.
3883@640@0@1@113@1@5@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3884@640@0@1@75@6@7@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3885@640@0@1@1199@8@16@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3886@640@0@1@1200@17@22@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3887@640@0@1@24@24@26@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3888@640@0@1@1096@27@31@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3889@640@0@1@69@32@37@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3890@640@0@1@489@38@45@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3891@640@0@1@21@46@48@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3892@640@0@1@1201@51@60@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3893@640@0@1@1037@61@66@"What a dreadful noise! it went quite through me!" exclaimed Abbot.
3894@641@0@1@373@1@5@"Take me out! Let me go into the nursery!" was my cry.
3895@641@0@1@21@6@8@"Take me out! Let me go into the nursery!" was my cry.
3896@641@0@1@188@9@12@"Take me out! Let me go into the nursery!" was my cry.
3897@641@0@1@473@14@17@"Take me out! Let me go into the nursery!" was my cry.
3898@641@0@1@21@18@20@"Take me out! Let me go into the nursery!" was my cry.
3899@641@0@1@115@21@23@"Take me out! Let me go into the nursery!" was my cry.
3900@641@0@1@279@24@28@"Take me out! Let me go into the nursery!" was my cry.
3901@641@0@1@6@29@32@"Take me out! Let me go into the nursery!" was my cry.
3902@641@0@1@1202@33@40@"Take me out! Let me go into the nursery!" was my cry.
3903@641@0@1@155@43@46@"Take me out! Let me go into the nursery!" was my cry.
3904@641@0@1@138@47@49@"Take me out! Let me go into the nursery!" was my cry.
3905@641@0@1@1203@50@53@"Take me out! Let me go into the nursery!" was my cry.
3906@642@0@1@2@0@4@Have you seen something?" again demanded Bessie.
3907@642@0@1@19@5@8@Have you seen something?" again demanded Bessie.
3908@642@0@1@1204@9@13@Have you seen something?" again demanded Bessie.
3909@642@0@1@265@14@23@Have you seen something?" again demanded Bessie.
3910@642@0@1@403@26@31@Have you seen something?" again demanded Bessie.
3911@642@0@1@1205@32@40@Have you seen something?" again demanded Bessie.
3912@642@0@1@861@41@47@Have you seen something?" again demanded Bessie.
3913@643@0@1@363@1@3@"Oh! I saw a light, and I thought a ghost would come."
3914@643@0@1@37@5@6@"Oh! I saw a light, and I thought a ghost would come."
3915@643@0@1@1014@7@10@"Oh! I saw a light, and I thought a ghost would come."
3916@643@0@1@75@11@12@"Oh! I saw a light, and I thought a ghost would come."
3917@643@0@1@503@13@18@"Oh! I saw a light, and I thought a ghost would come."
3918@643@0@1@197@20@23@"Oh! I saw a light, and I thought a ghost would come."
3919@643@0@1@37@24@25@"Oh! I saw a light, and I thought a ghost would come."
3920@643@0@1@48@26@33@"Oh! I saw a light, and I thought a ghost would come."
3921@643@0@1@75@34@35@"Oh! I saw a light, and I thought a ghost would come."
3922@643@0@1@1206@36@41@"Oh! I saw a light, and I thought a ghost would come."
3923@643@0@1@146@42@47@"Oh! I saw a light, and I thought a ghost would come."
3924@643@0@1@356@48@52@"Oh! I saw a light, and I thought a ghost would come."
3925@644@0@1@37@0@1@I had now got hold of Bessie's hand, and she did not snatch it from me.
3926@644@0@1@5@2@5@I had now got hold of Bessie's hand, and she did not snatch it from me.
3927@644@0@1@162@6@9@I had now got hold of Bessie's hand, and she did not snatch it from me.
3928@644@0@1@1101@10@13@I had now got hold of Bessie's hand, and she did not snatch it from me.
3929@644@0@1@1034@14@18@I had now got hold of Bessie's hand, and she did not snatch it from me.
3930@644@0@1@13@19@21@I had now got hold of Bessie's hand, and she did not snatch it from me.
3931@644@0@1@1207@22@30@I had now got hold of Bessie's hand, and she did not snatch it from me.
3932@644@0@1@738@31@35@I had now got hold of Bessie's hand, and she did not snatch it from me.
3933@644@0@1@197@37@40@I had now got hold of Bessie's hand, and she did not snatch it from me.
3934@644@0@1@622@41@44@I had now got hold of Bessie's hand, and she did not snatch it from me.
3935@644@0@1@195@45@48@I had now got hold of Bessie's hand, and she did not snatch it from me.
3936@644@0@1@94@49@52@I had now got hold of Bessie's hand, and she did not snatch it from me.
3937@644@0@1@1208@53@59@I had now got hold of Bessie's hand, and she did not snatch it from me.
3938@644@0@1@24@60@62@I had now got hold of Bessie's hand, and she did not snatch it from me.
3939@644@0@1@42@63@67@I had now got hold of Bessie's hand, and she did not snatch it from me.
3940@644@0@1@21@68@70@I had now got hold of Bessie's hand, and she did not snatch it from me.
3941@645@0@1@168@0@2@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3942@645@0@1@622@3@6@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3943@645@0@1@5@7@10@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3944@645@0@1@30@11@15@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3945@645@0@1@22@16@18@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3946@645@0@1@141@19@24@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3947@645@0@1@989@25@29@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3948@645@0@1@86@30@33@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3949@645@0@1@146@34@39@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3950@645@0@1@2@40@44@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3951@645@0@1@1209@45@52@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3952@645@0@1@24@53@55@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3953@645@0@1@57@57@60@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3954@645@0@1@622@61@64@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3955@645@0@1@72@65@69@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3956@645@0@1@273@70@76@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3957@645@0@1@35@77@79@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3958@645@0@1@1210@80@85@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3959@645@0@1@228@86@88@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3960@645@0@1@63@89@92@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3961@645@0@1@65@93@97@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3962@645@0@1@37@99@100@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3963@645@0@1@380@101@105@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3964@645@0@1@406@106@109@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3965@645@0@1@1211@110@117@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3966@645@0@1@1212@118@124@If she had been in great pain one would have excused it, but she only wanted to bring us all here: I know her naughty tricks."
3967@646@0@1@113@1@5@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3968@646@0@1@68@6@8@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3969@646@0@1@63@9@12@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3970@646@0@1@9@13@17@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3971@646@0@1@1205@20@28@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3972@646@0@1@87@29@36@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
3973@646@0@1@909@37@42@"What is all this?" demanded another voice peremptorily; and Mrs. Reed came along the corridor, her cap flying wide, her gown rustling stormily.
